car,price,body,mileage,engV,engType,registration,year,model,drive
Renault,4400,other,220,1.5,Diesel,yes,2004,Kangoo пасс.,front
Volkswagen,4500,van,380,2,Diesel,yes,2004,Caddy груз.,front
Chevrolet,4500,hatch,185,1.5,Gas,yes,2004,Aveo,front
Renault,4500,sedan,305,1.5,Diesel,yes,2004,Megane,front
Chevrolet,4500,sedan,133,1.5,Gas,yes,2004,Aveo,front
Audi,4600,vagon,242,99.99,Diesel,no,2004,A6,front
Skoda,4700,hatch,145,1.2,Gas,yes,2004,Fabia,front
Skoda,4700,hatch,198,1.2,Gas,yes,2004,Fabia,front
Nissan,4750,other,171,1.5,Diesel,yes,2004,Kubistar,front
Chevrolet,4800,crossover,320,NA,Gas,yes,2004,Niva,full
Hyundai,4900,crossover,230,2,Diesel,no,2004,Santa FE,full
Volkswagen,4900,van,198,1.6,Petrol,no,2004,Touran,front
Renault,4950,vagon,170,1.5,Diesel,yes,2004,Kangoo пасс.,front
Mercedes-Benz,5000,sedan,240,2.2,Diesel,no,2004,E-Class,
Hyundai,5000,sedan,180,1.6,Petrol,yes,2004,Elantra,front
Smart,5000,other,125,0.7,Petrol,yes,2004,Fortwo,rear
Opel,5200,sedan,202,3.2,Petrol,yes,2004,Vectra C,front
Mercedes-Benz,5200,other,220,3.2,Petrol,no,2004,CLK 320,rear
Chevrolet,5200,van,137,2,Petrol,yes,2004,Tacuma,front
Skoda,5200,vagon,175,1.4,Petrol,yes,2004,Fabia,front
Ford,5200,hatch,170,1.3,Petrol,yes,2004,Fiesta,front
Nissan,5200,hatch,126,1.2,Petrol,yes,2004,Micra,front
Peugeot,5250,van,240,2,Diesel,yes,2004,Expert пасс.,front
Ford,5300,van,500,2.4,Diesel,yes,2004,Transit пасс.,rear
Peugeot,5350,van,188,1.9,Diesel,yes,2004,Partner пасс.,front
Chevrolet,5400,vagon,105,1.7,Petrol,yes,2004,Niva,full
Opel,5400,vagon,213,1.7,Diesel,yes,2004,Combo пасс.,front
Hyundai,5400,hatch,133,1.4,Petrol,yes,2004,Getz,front
Skoda,5400,vagon,220,1.2,Petrol,yes,2004,Fabia,front
Smart,5400,hatch,143,0.8,Diesel,yes,2004,Fortwo,rear
Chevrolet,5450,sedan,242,1.6,Gas,yes,2004,Lacetti,front
Mercedes-Benz,5500,van,260,2.2,Diesel,no,2004,Vito пасс.,rear
Kia,5500,sedan,150,2,Petrol,yes,2004,Magentis,front
Citroen,5500,hatch,71,1.4,Petrol,yes,2004,C3,front
Ford,5600,van,283,1.8,Diesel,yes,2004,Transit Connect пасс.,front
Ford,5700,van,131,1.8,Diesel,yes,2004,Transit Connect пасс.,front
Mitsubishi,5700,sedan,176,1.6,Petrol,yes,2004,Lancer,front
Peugeot,5800,sedan,247,3,Gas,yes,2004,607,front
Nissan,5800,sedan,241,2,Petrol,yes,2004,Maxima,front
Opel,5800,vagon,140,1.6,Petrol,yes,2004,Astra G,front
Daewoo,5800,sedan,71,1.6,Petrol,yes,2004,Nubira,front
Ford,5900,van,230,1.8,Diesel,yes,2004,Tourneo Connect пасс.,front
Opel,5900,sedan,158,1.6,Petrol,yes,2004,Astra G,front
Mazda,5900,sedan,158,1.6,Petrol,yes,2004,3,front
Skoda,5900,hatch,180,1.6,Petrol,yes,2004,Octavia,front
ЛUAZ,5950,crossover,2,1.7,Petrol,yes,2004,1301,full
Smart,5950,hatch,150,1.3,Petrol,yes,2004,Forfour,front
Fiat,5999,van,260,NA,Other,yes,2004,Scudo пасс.,
Mitsubishi,6000,sedan,150,1.8,Gas,yes,2004,Virage,front
Skoda,6000,sedan,250,1.8,Petrol,yes,2004,Octavia,front
Renault,6000,vagon,225,1.5,Diesel,yes,2004,Megane,front
Volkswagen,6000,hatch,195,1.2,Gas,yes,2004,Polo,front
Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004,E-Class,rear
Volkswagen,6200,sedan,161,4.2,Gas,no,2004,Phaeton,full
Mercedes-Benz,6200,sedan,221,1.8,Gas,yes,2004,E-Class,rear
Mazda,6250,hatch,191,2,Petrol,yes,2004,3,front
Samsung,6299,sedan,131,2,Petrol,yes,2004,SM5,front
Volkswagen,6300,crossover,213,2.5,Diesel,no,2004,Touareg,
Nissan,6300,sedan,216,2,Gas,yes,2004,Primera,front
Nissan,6350,van,153,3.5,Other,no,2004,Elgrand,rear
Volkswagen,6400,van,305,NA,Diesel,yes,2004,Caddy пасс.,front
Skoda,6400,sedan,330,1.6,Gas,yes,2004,Octavia,front
Volkswagen,6450,van,220,NA,Other,yes,2004,Caddy пасс.,
Opel,6490,van,290,1.9,Diesel,yes,2004,Vivaro пасс.,front
Renault,6500,other,406,2.5,Diesel,yes,2004,Master груз.,front
Opel,6500,sedan,187,2.2,Petrol,yes,2004,Vectra C,front
Volkswagen,6500,van,290,1.9,Diesel,yes,2004,T5 (Transporter) груз,front
Renault,6500,sedan,170,1.6,Petrol,yes,2004,Megane,front
Renault,6500,vagon,186,1.5,Diesel,yes,2004,Megane,front
Mazda,6500,other,135,1.3,Petrol,yes,2004,RX-8,rear
Opel,6550,sedan,240,3.2,Petrol,yes,2004,Vectra C,front
Mazda,6699,sedan,152,2,Petrol,yes,2004,6,front
Mercedes-Benz,6700,van,1,2.2,Diesel,yes,2004,Vito пасс.,rear
Volkswagen,6700,other,207,1.9,Diesel,yes,2004,Caddy пасс.,front
Mazda,6700,sedan,240,1.8,Petrol,yes,2004,6,front
Mazda,6700,hatch,170,1.6,Petrol,yes,2004,3,front
Renault,6750,vagon,214,1.5,Diesel,yes,2004,Megane,front
Renault,6750,vagon,1,1.5,Diesel,yes,2004,Scenic,front
Volkswagen,6800,sedan,178,NA,Gas,yes,2004,Passat B5,front
Chevrolet,6800,van,140,4.3,Petrol,yes,2004,Astro пасс.,rear
Opel,6800,sedan,250,3.2,Gas,yes,2004,Vectra C,front
Mitsubishi,6800,sedan,170,1.6,Petrol,yes,2004,Lancer,front
Mazda,6800,hatch,205,1.6,Petrol,yes,2004,3,front
Volkswagen,6900,crossover,258,2.5,Diesel,no,2004,Touareg,full
Opel,6900,sedan,156,2.2,Petrol,yes,2004,Vectra C,front
Peugeot,6900,van,370,2.2,Diesel,yes,2004,Boxer пасс.,front
Volkswagen,6950,sedan,132,1.6,Other,yes,2004,Bora,front
Nissan,6999,sedan,230,3,Petrol,yes,2004,Maxima,front
Opel,6999,sedan,158,2.2,Petrol,yes,2004,Vectra C,front
Volkswagen,6999,hatch,195,1.4,Diesel,yes,2004,Golf V,front
Subaru,7000,vagon,189,20,Petrol,yes,2004,Impreza,full
BMW,7000,sedan,227,3,Diesel,no,2004,730,rear
Volkswagen,7000,sedan,185,2.8,Gas,yes,2004,Passat B5,full
Land Rover,7000,crossover,190,2.5,Diesel,no,2004,Discovery,full
Volkswagen,7000,van,250,2,Diesel,yes,2004,Caddy пасс.,front
Mitsubishi,7000,sedan,180,1.6,Gas,yes,2004,Lancer,front
Volkswagen,7000,van,350,1,Other,yes,2004,T5 (Transporter) груз,front
BMW,7200,sedan,270,3,Diesel,no,2004,530,rear
Mercedes-Benz,7200,van,200,2.2,Diesel,yes,2004,Vito пасс.,rear
Opel,7200,other,212,2.2,Other,yes,2004,Vectra C,
Opel,7200,sedan,240,2.2,Other,yes,2004,Vectra C,front
Peugeot,7200,sedan,187,2,Gas,yes,2004,407,front
Renault,7200,vagon,224,1.5,Diesel,yes,2004,Megane,front
Opel,7290,sedan,209,2.2,Petrol,yes,2004,Vectra C,front
Mitsubishi,7300,hatch,126,NA,Other,yes,2004,Colt,
Skoda,7300,sedan,263,1.8,Gas,yes,2004,Superb,front
Mercedes-Benz,7300,hatch,176,1.4,Petrol,yes,2004,A 140,front
Peugeot,7350,sedan,205,2.2,Gas,yes,2004,407,front
Renault,7450,other,190,NA,Diesel,yes,2004,Grand Scenic,front
Renault,7450,other,208,1.9,Other,yes,2004,Trafic пасс.,front
Toyota,7500,sedan,185,3,Gas,yes,2004,Camry,front
Volkswagen,7500,van,180,2.5,Diesel,yes,2004,T5 (Transporter) груз,front
Nissan,7600,sedan,178,2,Gas,yes,2004,Maxima,front
Volkswagen,7600,hatch,225,1.4,Petrol,yes,2004,Golf V,front
Volkswagen,7700,sedan,220,2.8,Petrol,yes,2004,Passat B5,full
Mercedes-Benz,7700,van,300,2.2,Other,yes,2004,Vito пасс.,rear
Mercedes-Benz,7700,van,290,2.2,Diesel,yes,2004,Vito пасс.,rear
Volkswagen,7700,sedan,180,1.8,Petrol,yes,2004,Passat B5,front
Volkswagen,7750,van,235,1.9,Diesel,yes,2004,T5 (Transporter) пасс.,front
Opel,7800,van,260,2.5,Diesel,yes,2004,Vivaro груз.,front
Subaru,7800,vagon,240,2,Petrol,yes,2004,Forester,full
Volkswagen,7800,hatch,230,1.6,Petrol,yes,2004,Golf V,front
Toyota,7900,sedan,170,3,Petrol,yes,2004,Camry,front
Mercedes-Benz,7900,other,206,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004,Vito пасс.,front
Volkswagen,7999,van,210,1.6,Gas,yes,2004,Touran,front
Mazda,7999,hatch,220,1.6,Gas,yes,2004,3,front
Audi,8000,sedan,234,4.2,Gas,no,2004,A8,full
Chrysler,8000,other,96,3.2,Petrol,no,2004,Crossfire,front
Mitsubishi,8000,crossover,220,2.4,Gas,yes,2004,Outlander,full
Mercedes-Benz,8000,other,245,2.2,Diesel,yes,2004,Vito пасс.,rear
Skoda,8000,sedan,187,2,Petrol,yes,2004,Octavia,front
Volkswagen,8000,van,350,1.9,Diesel,yes,2004,T5 (Transporter) пасс.,front
Skoda,8000,sedan,150,1.78,Petrol,yes,2004,Superb,front
Mazda,8100,other,85,1.3,Petrol,yes,2004,RX-8,rear
Audi,8150,sedan,162,2,Petrol,yes,2004,A4,front
BMW,8200,sedan,238,3,Diesel,no,2004,730,rear
Volkswagen,8200,sedan,258,1.9,Diesel,yes,2004,Passat B5,front
Mercedes-Benz,8300,van,230,2.2,Diesel,yes,2004,Vito пасс.,rear
Honda,8300,sedan,160,2,Petrol,yes,2004,Accord,front
Toyota,8300,sedan,168,2,Petrol,yes,2004,Avensis,front
Renault,8300,van,217,1.9,Diesel,yes,2004,Trafic пасс.,front
Subaru,8400,sedan,170,3,Petrol,yes,2004,Legacy,full
Volkswagen,8400,van,300,2.5,Diesel,yes,2004,T5 (Transporter) пасс.,front
Toyota,8400,sedan,195,2.4,Gas,yes,2004,Camry,front
Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,8500,van,270,2.2,Diesel,yes,2004,Vito пасс.,rear
Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004,Sprinter 211 пасс.,rear
Opel,8500,van,230,1.9,Diesel,yes,2004,Vivaro пасс.,
BMW,8700,other,212,3,Diesel,no,2004,730,rear
Subaru,8700,vagon,175,2,Gas,yes,2004,Forester,full
Renault,8700,van,183,1.9,Diesel,yes,2004,Trafic пасс.,front
BMW,8800,crossover,284,3,Diesel,no,2004,X5,full
Toyota,8800,sedan,300,2.4,Petrol,yes,2004,Camry,front
Opel,8800,van,285,1.9,Diesel,yes,2004,Vivaro пасс.,front
Nissan,8800,van,285,1.9,Diesel,yes,2004,Primastar пасс.,front
Volkswagen,8899,vagon,198,1.9,Other,yes,2004,Passat B5,front
Mazda,8900,sedan,150,2,Gas,yes,2004,6,front
Peugeot,8900,other,92,1.6,Petrol,yes,2004,206,front
Audi,8999,vagon,190,2.7,Gas,yes,2004,A6 Allroad,full
BMW,9100,sedan,230,2,Gas,yes,2004,318,rear
Honda,9300,crossover,183,2,Petrol,yes,2004,CR-V,full
BMW,9400,sedan,221,4.4,Gas,yes,2004,745,rear
Mitsubishi,9500,crossover,225,2.4,Gas,yes,2004,Outlander,full
Opel,9500,van,152,1.9,Diesel,yes,2004,Vivaro пасс.,front
Audi,9600,vagon,230,2.5,Diesel,yes,2004,A6,front
Volkswagen,9600,van,255,1.9,Diesel,yes,2004,T5 (Transporter) пасс.,front
Audi,9700,sedan,249,2.5,Diesel,yes,2004,A6,full
Volkswagen,9750,van,1,1.9,Diesel,yes,2004,T5 (Transporter) пасс.,
Mercedes-Benz,9800,van,230,2.15,Diesel,yes,2004,Vito пасс.,rear
Audi,9900,vagon,284,2.5,Diesel,yes,2004,A6,full
Honda,9900,crossover,86,2,Petrol,yes,2004,CR-V,full
Toyota,9999,sedan,225,3,Gas,yes,2004,Camry,front
BMW,9999,sedan,200,1.8,Petrol,yes,2004,318,rear
Audi,10399,sedan,293,1.8,Gas,yes,2004,A4,full
Mercedes-Benz,10500,sedan,266,5,Gas,yes,2004,S 500,rear
Volkswagen,10500,sedan,210,5,Diesel,yes,2004,Phaeton,full
Audi,10900,sedan,199,3,Petrol,yes,2004,A8,front
Volkswagen,10900,other,287,2.5,Other,yes,2004,T5 (Transporter) пасс.,front
Mercedes-Benz,11200,other,198,6,Petrol,yes,2004,S 600,rear
Mercedes-Benz,11200,sedan,198,6,Petrol,yes,2004,S 600,rear
Volkswagen,11200,crossover,1,4.2,Petrol,yes,2004,Touareg,full
Mercedes-Benz,11300,sedan,363,3.2,Gas,yes,2004,E-Class,rear
Mercedes-Benz,11400,sedan,220,5,Petrol,yes,2004,S 500,full
Mercedes-Benz,11500,sedan,180,3.2,Gas,yes,2004,E-Class,rear
Honda,11500,crossover,147,2,Petrol,yes,2004,CR-V,full
Mercedes-Benz,11700,sedan,246,5,Petrol,yes,2004,S 500,full
Mercedes-Benz,11700,crossover,284,4,Diesel,yes,2004,ML 400,full
Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004,E-Class,
Mercedes-Benz,11900,sedan,110,2.57,Petrol,yes,2004,C-Class,full
BMW,11900,sedan,300,2.5,Gas,yes,2004,525,rear
Audi,12000,sedan,200,6,Petrol,yes,2004,A8,full
Mercedes-Benz,12000,sedan,298,5,Petrol,yes,2004,S 500,full
Nissan,12000,crossover,148,2.4,Petrol,yes,2004,Terrano,full
Mercedes-Benz,12500,sedan,208,3.2,Diesel,yes,2004,S 320,rear
Audi,12600,sedan,294,3,Gas,yes,2004,A8,front
BMW,12799,sedan,181,2.2,Gas,yes,2004,520,rear
BMW,12900,vagon,260,3,Diesel,yes,2004,330,rear
BMW,12950,sedan,268,4,Diesel,yes,2004,740,rear
Audi,12999,vagon,225,2.5,Diesel,yes,2004,A6 Allroad,full
BMW,13200,sedan,150,2.2,Petrol,yes,2004,520,rear
Audi,13300,sedan,207,4.2,Petrol,yes,2004,A8,full
Infiniti,13400,crossover,137,4.5,Gas,yes,2004,FX 45,full
BMW,13500,sedan,138,2.5,Petrol,yes,2004,525,rear
BMW,13700,crossover,270,4.6,Gas,yes,2004,X5,full
BMW,13700,sedan,276,3,Diesel,yes,2004,530,rear
BMW,13900,crossover,184,3,Gas,yes,2004,X5,full
Volkswagen,14000,crossover,194,3.2,Gas,yes,2004,Touareg,full
Infiniti,14100,crossover,130,3.5,Gas,yes,2004,FX 35,full
Mercedes-Benz,14200,crossover,210,NA,Gas,yes,2004,ML 350,full
Infiniti,14200,crossover,129,3.5,Petrol,yes,2004,FX 35,full
BMW,14200,sedan,263,3,Petrol,yes,2004,530,rear
BMW,14200,sedan,135,3,Gas,yes,2004,530,
Lexus,14290,crossover,173,3,Petrol,yes,2004,RX 300,full
Audi,14300,other,80,4.2,Petrol,yes,2004,A8,full
Mercedes-Benz,14500,other,315,5,Gas,yes,2004,CL 500,rear
Mercedes-Benz,14500,sedan,220,5,Petrol,yes,2004,S 500,full
BMW,14600,sedan,116,2.5,Diesel,yes,2004,525,rear
Mercedes-Benz,14800,sedan,218,3.2,Diesel,yes,2004,S 320,rear
Lexus,14900,crossover,180,3,Gas,yes,2004,RX 300,full
Lexus,14999,crossover,141,3,Gas,yes,2004,RX 300,full
BMW,15000,other,205,NA,Petrol,yes,2004,530,rear
Mercedes-Benz,15000,sedan,240,5,Petrol,yes,2004,S 500,full
Mitsubishi,15000,crossover,295,2.8,Diesel,yes,2004,Pajero Wagon,full
BMW,15000,sedan,137,2.2,Petrol,yes,2004,520,rear
Mercedes-Benz,15000,other,82,1.8,Petrol,yes,2004,SLK 200,rear
BMW,15250,other,144,3,Petrol,yes,2004,530,rear
Mercedes-Benz,15300,other,120,2.6,Petrol,yes,2004,CLK 240,rear
Infiniti,15900,crossover,110,3.5,Gas,yes,2004,FX 35,full
BMW,16100,crossover,194,3,Diesel,yes,2004,X5,full
Mercedes-Benz,16500,sedan,280,3.7,Petrol,yes,2004,S 350,full
BMW,16500,crossover,230,3,Gas,yes,2004,X5,full
Toyota,16500,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full
Toyota,16800,crossover,238,4,Gas,yes,2004,Land Cruiser Prado,full
BMW,16800,crossover,250,3,Diesel,yes,2004,X5,full
Porsche,17000,crossover,155,3.2,Gas,yes,2004,Cayenne,full
Subaru,17000,sedan,115,2,Other,yes,2004,Impreza WRX STI,full
BMW,17100,crossover,188,3,Diesel,yes,2004,X5,full
Lexus,17200,crossover,212,4.7,Petrol,yes,2004,LX 470,full
Toyota,17500,crossover,168,4,Gas,yes,2004,Land Cruiser Prado,full
Toyota,17800,crossover,220,3,Diesel,yes,2004,Land Cruiser Prado,full
Toyota,18700,crossover,250,4.7,Gas,yes,2004,Land Cruiser 100,full
BMW,19500,sedan,190,6,Petrol,yes,2004,760,rear
BMW,19990,other,164,NA,Gas,yes,2004,645,
Lexus,19990,crossover,275,4.7,Gas,yes,2004,LX 470,full
Toyota,20900,crossover,180,4.7,Gas,yes,2004,Land Cruiser 100,full
Ford,21500,other,175,6,Other,yes,2004,F-350,
Lexus,21700,crossover,160,4.7,Gas,yes,2004,GX,full
Lexus,21900,crossover,160,4.7,Petrol,yes,2004,GX,full
Porsche,23500,crossover,97,4.5,Petrol,yes,2004,Cayenne,full
BMW,24700,other,85,4.4,Petrol,yes,2004,645,rear
Toyota,25555,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,full
Peugeot,26500,other,179,1.6,Petrol,yes,2004,307,front
Mercedes-Benz,35900,crossover,254,5,Gas,yes,2004,G 500,full
ZAZ,0,hatch,72,NA,Petrol,yes,2003,1102 Таврия,front
Chrysler,0,van,257,3.3,Gas,yes,2003,Grand Voyager,front
Mazda,0,sedan,350,2,Other,yes,2003,6,
Volkswagen,0,vagon,160,1.9,Diesel,yes,2003,Passat B5,front
ZAZ,815.1,vagon,111,1.2,Gas,yes,2003,1102 Таврия,front
Moskvich-Izh,1111.46295,van,1,NA,Gas,yes,2003,2117,
ZAZ,1300,vagon,70,1.2,Petrol,yes,2003,1102 Таврия,front
ZAZ,1450,hatch,112,1.2,Petrol,yes,2003,1103 Славута,front
ZAZ,1600,hatch,180,1.2,Petrol,yes,2003,1102 Таврия,front
VAZ,1650,sedan,75,1.5,Gas,yes,2003,2106,rear
VAZ,1670,sedan,65,1.5,Petrol,yes,2003,2107,
BMW,1700,sedan,200,2,Diesel,no,2003,320,rear
VAZ,1750,sedan,127,1.5,Other,yes,2003,2105,front
VAZ,1799,sedan,95,1.6,Petrol,yes,2003,2107,rear
Dacia,1852.5,sedan,200,1.4,Petrol,yes,2003,Solenza,front
VAZ,1900,sedan,1,NA,Other,yes,2003,2107,
Renault,2150,vagon,199,1.9,Diesel,no,2003,Laguna,front
Volkswagen,2200,sedan,180,1.9,Diesel,no,2003,Passat B5,front
Daewoo,2200,sedan,200,1.5,Petrol,yes,2003,Lanos,front
VAZ,2250,sedan,170,1.5,Gas,yes,2003,2110,front
Ford,2300,sedan,229,2,Diesel,no,2003,Mondeo,
Renault,2350,vagon,245,1.9,Diesel,no,2003,Laguna,front
Alfa Romeo,2350,vagon,230,1.9,Diesel,no,2003,156,front
Renault,2350,van,380,1.9,Diesel,no,2003,Espace,front
Renault,2500,sedan,170,1.9,Diesel,no,2003,Scenic,front
Fiat,2550,vagon,220,1.6,Gas,no,2003,Stilo,front
Chrysler,2700,van,111,2.5,Diesel,no,2003,Grand Voyager,front
Mazda,2750,sedan,300,2,Diesel,no,2003,6,front
Daewoo,2750,sedan,147,1.3,Petrol,yes,2003,Sens,front
Opel,2780,sedan,254,2.2,Diesel,yes,2003,Vectra C,front
Dacia,2850,hatch,127,NA,Petrol,yes,2003,SuperNova,front
Renault,2850,hatch,315,2.2,Diesel,no,2003,Laguna,front
Volkswagen,2900,vagon,257,1.9,Diesel,no,2003,Passat B5,front
Honda,2900,hatch,228,1.7,Diesel,no,2003,Civic,front
Volkswagen,2999,vagon,239,1.9,Diesel,no,2003,Passat B5,front
Renault,2999,van,245,1.5,Diesel,yes,2003,Kangoo груз.,front
VAZ,3000,hatch,112,NA,Petrol,yes,2003,21093,front
VAZ,3000,sedan,130,1.5,Petrol,yes,2003,21099,front
VAZ,3000,hatch,125,1.5,Petrol,yes,2003,2112,front
BMW,3099,sedan,230,3,Diesel,no,2003,530,rear
Renault,3100,vagon,150,1.9,Diesel,no,2003,Laguna,front
Daewoo,3100,sedan,225,1.6,Gas,yes,2003,Nubira,front
Daewoo,3200,sedan,130,1.5,Petrol,yes,2003,Lanos,front
Volkswagen,3250,sedan,255,1.9,Diesel,no,2003,Passat B5,front
Daewoo,3300,sedan,300,2,Gas,yes,2003,Nubira,front
Volkswagen,3300,vagon,193,1.9,Diesel,no,2003,Passat B5,front
Ford,3300,vagon,320,1.8,Diesel,yes,2003,Focus,front
Volkswagen,3400,van,175,1.4,Petrol,yes,2003,Caddy пасс.,front
Daewoo,3450,sedan,230,NA,Gas,yes,2003,Lanos,front
Land Rover,3500,crossover,200,2.5,Petrol,no,2003,Freelander,full
Opel,3500,hatch,22,2.2,Diesel,no,2003,Vectra C,front
Citroen,3500,van,230,2,Diesel,yes,2003,Jumpy груз.,front
Daewoo,3500,hatch,173,1.6,Gas,yes,2003,Lanos,front
Audi,3700,vagon,273,2.5,Diesel,no,2003,A6,front
Daewoo,3700,sedan,149,1.5,Petrol,yes,2003,Lanos,front
Daewoo,3750,hatch,160,NA,Gas,yes,2003,Lanos,front
Daewoo,3800,sedan,197,1.5,Gas,yes,2003,Lanos,front
Audi,3900,vagon,232,2.5,Diesel,no,2003,A6,full
Audi,3900,sedan,247,2.5,Diesel,no,2003,A6,front
Chrysler,3900,van,400,2.5,Diesel,no,2003,Grand Voyager,front
Audi,3900,vagon,260,2.5,Diesel,no,2003,A6,front
VAZ,3900,crossover,126,1.7,Gas,yes,2003,2123,full
Ford,3999,crossover,440,2,Diesel,yes,2003,Transit груз.,front
Mercedes-Benz,4000,crossover,287,4,Diesel,no,2003,ML 400,full
BMW,4000,sedan,230,2,Diesel,no,2003,320,rear
Volkswagen,4100,vagon,350,1.9,Diesel,yes,2003,Passat B5,front
Audi,4200,sedan,236,2.5,Diesel,no,2003,A6,full
Audi,4200,vagon,215,2.5,Diesel,no,2003,A6,full
Ford,4200,van,200,2,Diesel,yes,2003,Transit груз.,front
Renault,4200,sedan,310,1.4,Petrol,yes,2003,Symbol,front
Renault,4200,sedan,180,1.4,Petrol,yes,2003,Symbol,front
Renault,4299,vagon,300,1.5,Diesel,yes,2003,Kangoo пасс.,front
Audi,4300,sedan,267,1.9,Diesel,no,2003,A6,front
Renault,4300,van,1,1.5,Diesel,yes,2003,Kangoo пасс.,front
Audi,4400,sedan,190,2.5,Diesel,no,2003,A6,front
Smart,4490,other,168,0.7,Petrol,yes,2003,Cabrio,rear
Audi,4500,vagon,206,2.5,Diesel,no,2003,A6,full
Opel,4500,van,315,1.7,Diesel,yes,2003,Combo пасс.,front
Ford,4500,vagon,245,1.6,Petrol,yes,2003,Focus,front
Renault,4500,van,207,1.5,Diesel,yes,2003,Kangoo пасс.,front
Renault,4599,van,190,1.5,Diesel,yes,2003,Kangoo пасс.,front
VAZ,4600,crossover,161,1.7,Other,yes,2003,2121,full
Daewoo,4600,sedan,180,1.6,Petrol,yes,2003,Lanos,front
Citroen,4650,van,218,1.9,Diesel,yes,2003,Berlingo пасс.,front
Opel,4650,other,230,1.7,Diesel,yes,2003,Combo пасс.,front
Renault,4650,van,165,1.5,Diesel,yes,2003,Kangoo груз.,front
Peugeot,4700,sedan,315,2,Petrol,yes,2003,406,front
Renault,4700,hatch,124,1.5,Diesel,yes,2003,Kangoo пасс.,front
Mitsubishi,4750,sedan,167,1.6,Petrol,yes,2003,Carisma,front
Subaru,4800,sedan,170,2,Other,yes,2003,Legacy,
Mercedes-Benz,4900,van,248,2.2,Diesel,yes,2003,Vito груз.,front
Citroen,4950,vagon,100,3,Petrol,yes,2003,C5,front
Smart,4950,other,181,0.7,Petrol,yes,2003,Cabrio,rear
Volkswagen,4999,van,225,NA,Other,no,2003,Caravelle,
Audi,4999,crossover,242,2.5,Diesel,no,2003,A6 Allroad,full
Citroen,5000,van,217,2,Diesel,yes,2003,Jumpy пасс.,front
Toyota,5000,crossover,289,2,Diesel,no,2003,Rav 4,full
Fiat,5000,other,290,1.9,Diesel,yes,2003,Doblo пасс.,front
Renault,5000,van,245,1.5,Diesel,yes,2003,Kangoo пасс.,front
Volkswagen,5000,hatch,220,1.4,Petrol,yes,2003,Polo,front
Opel,5100,vagon,270,1.7,Diesel,yes,2003,Astra G,front
Fiat,5200,van,265,1.9,Diesel,yes,2003,Doblo пасс.,front
Mitsubishi,5200,van,200,1.6,Petrol,yes,2003,Space Star,front
BMW,5400,crossover,250,3,Petrol,no,2003,X5,full
Volkswagen,5400,vagon,250,1.6,Petrol,yes,2003,Golf IV,front
Skoda,5400,sedan,203,1.6,Gas,yes,2003,Octavia Tour,front
Jeep,5500,crossover,120,2.7,Diesel,no,2003,Grand Cherokee,full
Mercedes-Benz,5500,sedan,250,2.7,Diesel,no,2003,E-Class,rear
Opel,5500,sedan,232,2.2,Petrol,yes,2003,Vectra C,front
Mercedes-Benz,5500,sedan,250,2.2,Diesel,no,2003,E-Class,rear
Fiat,5500,van,240,2,Diesel,yes,2003,Scudo пасс.,front
Opel,5500,van,287,1.7,Diesel,yes,2003,Combo пасс.,front
Skoda,5500,vagon,236,1.2,Petrol,yes,2003,Fabia,front
Nissan,5700,sedan,202,NA,Petrol,yes,2003,Almera,
Mitsubishi,5700,other,230,2,Petrol,yes,2003,Galant,
Opel,5700,van,253,1.7,Diesel,yes,2003,Combo пасс.,front
Daewoo,5700,sedan,178,1.6,Gas,yes,2003,Nubira,front
Peugeot,5700,van,242,1.6,Gas,yes,2003,Partner пасс.,front
Renault,5750,crossover,225,2,Gas,yes,2003,Scenic,full
Peugeot,5800,vagon,86,2,Diesel,yes,2003,Partner пасс.,front
Renault,5800,van,217,2,Gas,yes,2003,Scenic,front
Ford,5800,van,257,2,Diesel,yes,2003,Transit пасс.,front
Mazda,5850,sedan,270,2,Petrol,yes,2003,6,front
Toyota,5900,crossover,180,3,Diesel,no,2003,Land Cruiser Prado,
Mercedes-Benz,5900,crossover,271,2.7,Diesel,no,2003,ML 270,full
VAZ,5900,crossover,61,1.7,Gas,yes,2003,2121,full
Mitsubishi,5900,hatch,92,1.6,Petrol,yes,2003,Carisma,front
Opel,5950,sedan,179,1.8,Gas,yes,2003,Vectra C,front
Peugeot,6199,vagon,250,1.6,Petrol,yes,2003,307,front
Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4,front
Subaru,6200,sedan,230,1.6,Petrol,yes,2003,Impreza,front
Smart,6200,other,1,1,Petrol,yes,2003,Fortwo,
Citroen,6300,van,137,2,Gas,yes,2003,Xsara Picasso,front
Renault,6300,vagon,125,2,Petrol,yes,2003,Laguna,front
Opel,6499,sedan,146,2.2,Diesel,yes,2003,Omega,rear
Honda,6500,sedan,199,2,Petrol,yes,2003,Accord,front
Skoda,6500,hatch,260,1.6,Gas,yes,2003,Octavia,front
